season,player,team,position,games,games_started,sacks,qb_hits,tackles_for_loss,tackles,tackles_solo,fumbles_forced,pass_defended,interceptions,hurries,qb_knockdowns,pressures,tackles_combined,missed_tackles,blitzes,prwr_rank_2024,prwr_wins_2024,prwr_plays_2024,prwr_pct_2024,edge_pct_prwr_2024,rswr_rank_2024,rswr_wins_2024,rswr_plays_2024,rswr_pct_2024
2024,Trey Hendrickson,CIN,RDE,17,17,17.5,36.0,19.0,33.0,28.0,2.0,6.0,,18,17,54,46,4,1,10,20,101,20%,14%,,,,
2024,Myles Garrett,CLE,RDE,17,17,14.0,28.0,22.0,40.0,34.0,3.0,1.0,,13,17,44,47,3,0,4,25,114,22%,30%,8,31,98,32%
2024,Nik Bonitto,DEN,ROLB,17,15,13.5,24.0,16.0,33.0,30.0,2.0,4.0,1.0,11,11,36,48,6,70,7,26,125,21%,12%,,,,
2024,Kyle Van Noy,BAL,ROLB,16,13,12.5,21.0,14.0,25.0,23.0,2.0,2.0,,4,8,25,41,3,10,,,,,,,,,
2024,Danielle Hunter,HOU,RDE,17,17,12.0,23.0,17.0,31.0,26.0,1.0,3.0,,10,11,34,46,4,8,13,25,131,19%,21%,,,,
2024,Micah Parsons,DAL,DE,,,12.0,23.0,12.0,30.0,27.0,2.0,1.0,,,,,,,,,,,,,,,,
2024,Jonathan Greenard,MIN,ROLB,17,17,12.0,22.0,18.0,41.0,37.0,4.0,3.0,,18,12,42,59,9,72,3,26,114,23%,13%,,,,
2024,TJ Watt,PIT,LOLB,17,17,11.5,,,,,,,,3,16,31,61,4,23,,,,,,,,,
2024,Andrew Van Ginkel,MIN,OLB,,,11.5,19.0,18.0,50.0,41.0,1.0,6.0,2.0,,,,,,,,,,,,,,,
2024,T.J. Watt,PIT,OLB,,,11.5,27.0,19.0,40.0,35.0,6.0,4.0,,,,,,,,,,,,,,,,
2024,Leonard Williams,SEA,LDE,16,16,11,,,,,,,,2,16,30,64,4,0,,,,,,,,,
2024,Will Anderson,HOU,LDE,14,14,11.0,19.0,16.0,27.0,23.0,1.0,2.0,,9,8,29,37,4,1,,,,,,,,,
2024,Will McDonald,NYJ,LDE,17,15,10.5,24.0,11.0,18.0,13.0,2.0,3.0,,14,12,38,28,5,3,,,,,,,,,
2024,Jonathon Cooper,DEN,LOLB,17,17,10.5,20.0,11.0,33.0,30.0,1.0,1.0,,10,8,30,58,1,86,,,,,,,,,
2024,Dante Fowler,WAS,OLB,,,10.5,12.0,14.0,25.0,24.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
2024,Travon Walker,JAX,RDE,17,17,10.5,15.0,13.0,31.0,30.0,2.0,1.0,,13,5,29,61,10,2,,,,,,,,,
2024,Odafe Oweh,BAL,LOLB,17,10,10.0,23.0,9.0,25.0,23.0,1.0,,,5,12,28,39,3,7,8,22,106,21%,15%,,,,
2024,Zach Sieler,MIA,LDE,15,15,10.0,19.0,13.0,28.0,27.0,1.0,2.0,1.0,3,8,22,55,5,0,,,,,,,,,
2024,Nick Bosa,SF,LDE,14,14,9.0,24.0,15.0,33.0,30.0,1.0,1.0,1.0,12,15,37,52,9,0,,,,,,,,,
2024,Harold Landry,TEN,ROLB,17,17,9.0,15.0,15.0,42.0,33.0,,4.0,,3,6,18,71,7,14,,,,,,,,,
2024,ZaDarius Smith,2TM,LDE,17,16,9,,,,,,,,8,7,25,35,4,2,,,,,,,,,
2024,Leonard Floyd,SF,RDE,17,17,8.5,16.0,8.0,25.0,22.0,1.0,1.0,,5,6,21,42,6,3,,,,,,,,,
2024,Tuli Tuipulotu,LAC,OLB,17,9,8.5,16.0,11.0,22.0,22.0,1.0,2.0,,2,7,19,42,5,20,17,18,105,17%,20%,,,,
2024,Zach Allen,DEN,DE,,,8.5,40.0,15.0,32.0,26.0,,1.0,,,,,,,,,,,,,,,,
2024,Braden Fiske,LA,RDE,17,8,8.5,,,,,,,,11,2,22,44,7,1,,,,,,,,,
2024,Brian Burns,NYG,LOLB,17,17,8.5,18.0,17.0,42.0,35.0,2.0,8.0,,16,9,34,71,7,26,18,21,123,17%,12%,,,,
2024,Josh Sweat,PHI,OLB,,,8.0,15.0,9.0,27.0,24.0,,2.0,,,,,,,,,,,,,,,,
2024,Cameron Heyward,PIT,LDE,17,17,8,,,,,,,,5,10,24,71,3,0,,,,,,,,,
2024,Derick Hall,SEA,OLB,,,8.0,20.0,6.0,20.0,19.0,2.0,,,,,,,,,,,,,,,,,
2024,Gregory Rousseau,BUF,RDE,16,16,8.0,24.0,16.0,36.0,31.0,3.0,3.0,,11,15,35,53,5,1,,,,,,,,,
2024,Kwity Paye,IND,LDE,15,15,8.0,12.0,10.0,29.0,22.0,1.0,1.0,,9,4,22,41,3,0,,,,,,,,,
2024,Kobie Turner,LA,LDE,17,16,8,,,,,,,,10,4,22,62,3,0,,,,,,,,,
2024,Josh Hines-Allen,JAX,LDE,16,16,8.0,19.0,10.0,27.0,19.0,1.0,2.0,,9,11,29,45,4,5,19,22,134,16%,15%,,,,
2024,George Karlaftis,KC,LDE,16,11,8.0,28.0,9.0,21.0,18.0,,5.0,,11,18,37,35,1,0,,,,,,,,,
2024,Calijah Kancey,TB,LDE,12,12,7.5,17.0,11.0,22.0,19.0,1.0,,,3,8,19,28,2,0,,,,,,,,,
2024,Aidan Hutchinson,DET,DL,5,5,7.5,17.0,7.0,12.0,12.0,1.0,,,10,9,27,19,2,2,,,,,,,,,
2024,Byron Young,LA,LOLB,17,16,7.5,13.0,12.0,34.0,33.0,1.0,1.0,,8,7,23,62,8,53,,,,,,,,,
2024,Maxx Crosby,LV,RDE,12,12,7.5,20.0,17.0,28.0,26.0,,5.0,,15,12,35,45,3,1,14,29,161,18%,24%,1,51,135,38%
2024,Rashan Gary,GB,RDE,17,17,7.5,15.0,9.0,26.0,22.0,1.0,1.0,,10,8,26,47,1,6,,,,,,,,,
2024,Patrick Jones,MIN,OLB,15,1,7.0,12.0,9.0,19.0,16.0,1.0,,,5,5,17,39,4,47,,,,,,,,,
2024,John Franklin-Myers,DEN,RDE,17,16,7.0,18.0,8.0,18.0,16.0,,,,3,10,21,40,2,1,,,,,,,,,
2024,Arden Key,TEN,LOLB,16,15,6.5,15.0,11.0,24.0,21.0,2.0,1.0,,4,7,18,42,6,11,,,,,,,,,
2024,Nolan Smith,PHI,LOLB,16,10,6.5,11.0,8.0,20.0,18.0,1.0,2.0,,4,4,15,42,1,15,,,,,,,,,
2024,Chop Robinson,MIA,OLB,,,6.0,14.0,8.0,16.0,12.0,,4.0,,,,,,,,,,,,,,,,
2024,Azeez Ojulari,NYG,OLB,11,5,6.0,10.0,7.0,12.0,12.0,,,,1,2,10,28,7,10,,,,,,,,,
2024,Alex Highsmith,PIT,ROLB,11,11,6.0,13.0,9.0,28.0,23.0,1.0,2.0,,6,8,20,45,0,29,,,,,,7,26,82,32%
2024,A.J. Epenesa,BUF,DE,,,6.0,11.0,8.0,23.0,20.0,2.0,2.0,,,,,,,,,,,,,,,,
2024,Khalil Mack,LAC,LOLB,16,16,6.0,15.0,6.0,20.0,18.0,2.0,9.0,,7,8,22,39,5,6,,,,,,,,,
2024,Von Miller,BUF,DE,,,6.0,8.0,7.0,13.0,11.0,,,,,,,,,,,,,,,,,,
2024,Arnold Ebiketie,ATL,OLB,17,2,6.0,12.0,6.0,26.0,23.0,,2.0,,12,6,24,38,3,22,,,,,,,,,
2024,Bud Dupree,LAC,OLB,17,0,6.0,10.0,6.0,18.0,17.0,1.0,2.0,1.0,1,5,12,28,5,13,,,,,,,,,
2024,AJ Epenesa,BUF,LDE,17,13,6,,,,,,,,6,4,16,39,2,0,,,,,,,,,
2024,Boye Mafe,SEA,LOLB,15,11,6.0,12.0,8.0,25.0,22.0,1.0,3.0,,9,6,21,40,4,25,12,21,110,19%,13%,,,,
2024,Matthew Judon,ATL,ROLB,17,15,5.5,,,,,,,,3,3,12,41,6,28,,,,,,,,,
2024,Jadeveon Clowney,CAR,ROLB,14,14,5.5,11.0,9.0,24.0,20.0,,4.0,,11,5,22,46,6,23,,,,,,,,,
2024,Chase Young,NO,DE,17,0,5.5,21.0,8.0,21.0,18.0,1.0,3.0,,14,13,34,31,3,1,,,,,,,,,
2024,Chauncey Golston,DAL,RDE,17,13,5.5,8.0,5.0,30.0,28.0,,5.0,1.0,9,2,18,56,4,2,,,,,,,,,
2024,Montez Sweat,CHI,LDE,16,16,5.5,12.0,9.0,18.0,12.0,2.0,2.0,,9,7,22,32,3,0,,,,,,,,,
2024,Matt Judon,ATL,OLB,,,5.5,9.0,7.0,25.0,23.0,,5.0,1.0,,,,,,,,,,,,,,,
2024,Logan Hall,TB,RDE,16,10,5.5,10.0,6.0,17.0,15.0,,1.0,,0,4,10,28,1,0,,,,,,,,,
2024,Nick Herbig,PIT,OLB,,,5.5,11.0,5.0,13.0,13.0,4.0,,,,,,,,,1,37,110,34%,13%,,,,
2024,AShawn Robinson,CAR,RDE,16,16,5.5,,,,,,,,1,2,9,80,5,0,,,,,,,,,
2024,A'Shawn Robinson,CAR,DE,,,5.5,8.0,8.0,43.0,36.0,1.0,1.0,,,,,,,,,,,,,,,,
2024,Carl Granderson,NO,RDE,17,17,5.5,13.0,9.0,36.0,31.0,1.0,4.0,,18,7,32,61,9,1,,,,,,,,,
2024,Kayvon Thibodeaux,NYG,ROLB,12,12,5.5,17.0,8.0,14.0,8.0,1.0,2.0,,3,10,20,28,3,12,,,,,,,,,
2024,Derek Barnett,HOU,DE,16,1,5.0,7.0,4.0,15.0,14.0,2.0,,,3,4,12,26,1,0,,,,,,,,,
2024,Joey Bosa,LAC,ROLB,14,9,5.0,13.0,5.0,17.0,16.0,2.0,,,6,8,19,22,3,2,,,,,,,,,
2024,Calais Campbell,MIA,DE,,,5.0,12.0,12.0,35.0,28.0,1.0,5.0,,,,,,,,,,,,,,,,
2024,Dondrea Tillman,DEN,OLB,12,0,5.0,7.0,5.0,12.0,11.0,,,,5,2,12,23,3,21,,,,,,,,,
2024,Za'Darius Smith,CLE,DE,,,5.0,7.0,6.0,15.0,13.0,,,,,,,,,,,,,,,,,,
2024,Jonah Elliss,DEN,OLB,17,0,5.0,6.0,7.0,21.0,16.0,,2.0,,3,0,9,38,1,45,,,,,,,,,
2024,K'Lavon Chaisson,LV,OLB,,,5.0,8.0,7.0,19.0,14.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
2024,Zaven Collins,ARI,LOLB,17,17,5.0,7.0,7.0,33.0,29.0,2.0,1.0,,5,2,13,57,4,33,,,,,,,,,
2024,Emmanuel Ogbah,MIA,DE,,,5.0,11.0,9.0,27.0,24.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
2024,Devonte Wyatt,GB,DL,14,0,5,,,,,,,,3,4,12,23,6,0,,,,,,,,,
2024,Dorance Armstrong,WAS,RDE,16,15,5.0,14.0,7.0,20.0,20.0,2.0,1.0,,10,8,24,39,6,0,,,,,,,,,
2024,Deatrich Wise,NE,DE,15,5,5.0,8.0,5.0,16.0,15.0,,3.0,,4,3,12,29,0,0,,,,,,,,,
2024,KLavon Chaisson,LV,DE,15,4,5,,,,,,,,2,2,10,32,9,2,,,,,,,,,
2024,ZaDarius Smith,CLE,LDE,9,9,5,,,,,,,,3,2,10,23,1,0,,,,,,,,,
2024,Carl Lawson,DAL,DE,15,3,5.0,15.0,4.0,7.0,5.0,1.0,,,5,8,19,15,1,5,,,,,,,,,
2024,Keion White,NE,LDE,17,13,5.0,16.0,7.0,31.0,26.0,2.0,5.0,,12,10,28,56,5,6,,,,,,,,,
2024,Joseph Ossai,CIN,DE,17,3,5.0,15.0,4.0,26.0,25.0,2.0,1.0,,7,10,23,46,7,2,,,,,,6,31,96,32%
2024,Tyree Wilson,LV,DE,16,4,4.5,10.0,6.0,16.0,14.0,1.0,,,7,5,17,27,6,0,,,,,,,,,
2024,Jared Verse,LA,ROLB,17,16,4.5,18.0,11.0,36.0,31.0,2.0,2.0,,15,13,33,66,17,48,,,,,,,,,
2024,Preston Smith,2TM,LDE,17,9,4.5,,,,,,,,7,1,13,32,2,5,,,,,,,,,
2024,Micheal Clemons,NYJ,LOLB,17,17,4.5,8.0,4.0,18.0,17.0,1.0,,,5,4,14,34,4,0,,,,,,,,,
2024,Jarran Reed,SEA,RDE,17,8,4.5,,,,,,,,4,11,20,45,1,0,,,,,,,,,
2024,Kingsley Enagbare,GB,DL,17,7,4.5,8.0,6.0,17.0,15.0,2.0,,,5,3,13,39,5,2,,,,,,,,,
2024,YaYa Diaby,TB,OLB,17,17,4.5,20.0,13.0,39.0,32.0,1.0,,,12,15,32,54,3,76,,,,,,,,,
2024,Cameron Jordan,NO,LDE,17,17,4.0,8.0,7.0,18.0,16.0,,4.0,1.0,4,4,12,34,0,0,,,,,,9,36,117,31%
2024,Laiatu Latu,IND,DE,17,1,4.0,12.0,5.0,16.0,15.0,3.0,1.0,,11,8,23,32,5,0,,,,,,,,,
2024,Dre'Mont Jones,SEA,DE,,,4.0,13.0,7.0,14.0,11.0,1.0,1.0,,,,,,,,,,,,,,,,
2024,Anthony Nelson,TB,OLB,17,6,4.0,13.0,6.0,23.0,20.0,1.0,1.0,,6,10,20,40,3,43,,,,,,,,,
2024,ZaDarius Smith,DET,RDE,8,7,4,,,,,,,,5,5,15,12,3,2,,,,,,,,,
2024,Brenton Cox,GB,DL,7,0,4.0,7.0,5.0,8.0,8.0,1.0,,,1,3,8,12,0,0,,,,,,,,,
2024,D.J. Wonnum,CAR,OLB,,,4.0,6.0,4.0,18.0,17.0,1.0,1.0,,,,,,,,,,,,,,,,
2024,Za'Darius Smith,DET,DE,,,4.0,10.0,3.0,7.0,5.0,,1.0,,,,,,,,,,,,,,,,
2024,Yetur Gross-Matos,SF,DL,11,0,4.0,7.0,6.0,14.0,12.0,,,,3,3,10,19,5,0,,,,,,,,,
2024,DJ Wonnum,CAR,LOLB,8,8,4,,,,,,,,6,2,12,37,5,10,,,,,,,,,
2024,Zack Baun,PHI,OLB,,,3.5,5.0,11.0,92.0,80.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
2024,Tavius Robinson,BAL,OLB,17,7,3.5,12.0,4.0,13.0,12.0,,1.0,,1,8,13,32,0,0,,,,,,,,,
2024,Zaire Franklin,IND,OLB,,,3.5,4.0,11.0,94.0,76.0,5.0,6.0,2.0,,,,,,,,,,,,,,,
2024,Clelin Ferrell,WAS,LDE,14,10,3.5,9.0,4.0,11.0,9.0,1.0,,,3,5,12,26,1,1,,,,,,,,,
2024,LJ Collier,ARI,LDE,17,15,3.5,,,,,,,,5,2,11,29,2,0,,,,,,,,,
2024,Kevin Givens,SF,DL,8,1,3.5,,,,,,,,1,2,7,11,1,0,,,,,,,,,
2024,Morgan Fox,LAC,DL,17,3,3.5,,,,,,,,4,2,10,27,1,1,,,,,,,,,
2024,Solomon Thomas,NYJ,DL,16,1,3.5,,,,,,,,5,2,11,26,8,0,,,,,,,,,
2024,Karl Brooks,GB,DL,17,0,3.5,,,,,,,,4,2,10,24,2,0,,,,,,,,,
2024,DeMarcus Walker,CHI,RDE,17,17,3.5,16.0,7.0,25.0,16.0,,,,6,13,23,47,2,0,,,,,,,,,
2024,Brandon Graham,PHI,DE,11,1,3.5,7.0,6.0,15.0,12.0,1.0,2.0,,4,3,11,20,5,0,,,,,,,,,
2024,Michael Danna,KC,RDE,13,12,3.5,8.0,5.0,20.0,18.0,2.0,1.0,,3,4,11,41,0,1,,,,,,,,,
2024,Michael Hoecht,LA,OLB,17,5,3.0,6.0,4.0,23.0,17.0,,2.0,,6,2,12,56,4,25,,,,,,,,,
2024,Al-Quadin Muhammad,DET,DL,9,2,3.0,5.0,4.0,8.0,8.0,,1.0,,3,2,8,11,0,0,,,,,,,,,
2024,David Onyemata,ATL,RDE,17,16,3,,,,,,,,6,2,11,45,3,0,,,,,,,,,
2024,Sam Okuayinonu,SF,DL,16,3,3.0,7.0,6.0,25.0,23.0,1.0,1.0,,2,4,9,35,3,1,,,,,,,,,
2024,Dayo Odeyingbo,IND,RDE,17,14,3.0,17.0,7.0,13.0,9.0,2.0,,,2,13,19,31,7,0,,,,,,,,,
2024,Charles Harris,CAR,OLB,9,6,3.0,7.0,4.0,14.0,13.0,,,,1,4,8,21,5,15,,,,,,,,,
2024,Ogbonnia Okoronkwo,CLE,DE,16,5,3.0,6.0,5.0,14.0,9.0,1.0,,,2,4,9,23,4,8,,,,,,,,,
2024,Darrell Taylor,CHI,DL,16,0,3.0,9.0,3.0,20.0,16.0,2.0,2.0,,4,6,13,32,4,4,,,,,,,,,
2024,Dennis Gardeck,ARI,OLB,7,3,3.0,4.0,6.0,15.0,12.0,1.0,2.0,1.0,1,1,5,22,1,10,,,,,,,,,
2024,Jesse Luketa,ARI,OLB,10,2,3.0,4.0,4.0,10.0,9.0,1.0,,,1,1,5,21,3,8,,,,,,,,,
2024,Dallas Turner,MIN,OLB,16,0,3.0,5.0,3.0,10.0,9.0,,1.0,1.0,2,2,7,20,1,23,,,,,,,,,
2024,DeMarcus Lawrence,DAL,DE,4,4,3,,,,,,,,4,3,10,14,3,0,,,,,,,,,
2024,Jake Martin,CHI,DE,,,3.0,6.0,3.0,9.0,8.0,,1.0,,,,,,,,,,,,,,,,
2024,Jeremiah Owusu-Koramoah,CLE,OLB,,,3.0,4.0,10.0,38.0,32.0,1.0,3.0,1.0,,,,,,,,,,,,,,,
2024,Jacob Martin,CHI,DL,11,0,3,,,,,,,,2,3,8,15,2,0,,,,,,,,,
2024,Demarcus Lawrence,DAL,DE,,,3.0,5.0,4.0,7.0,5.0,1.0,,,,,,,,,,,,,,,,,
2024,Poona Ford,LAC,DE,,,3.0,9.0,8.0,24.0,23.0,,4.0,1.0,,,,,,,,,,,,,,,
2024,Lukas Van Ness,GB,DL,17,0,3.0,6.0,6.0,20.0,16.0,1.0,,,4,3,10,33,3,0,,,,,,,,,
2024,Denico Autry,HOU,DE,10,2,3.0,6.0,3.0,8.0,6.0,,3.0,,3,3,9,13,2,0,,,,,,,,,
2024,Xavier Thomas,ARI,OLB,14,0,2.5,4.0,2.0,6.0,4.0,1.0,1.0,,3,1,7,10,1,12,,,,,,,,,
2024,Sebastian Joseph-Day,TEN,RDE,17,12,2.5,,,,,,,,2,2,7,44,6,0,,,,,,,,,
2024,Isaiah McGuire,CLE,DE,16,3,2.5,9.0,8.0,17.0,13.0,3.0,,,3,6,12,36,0,4,,,,,,,,,
2024,Bryce Huff,PHI,DE,12,6,2.5,4.0,3.0,5.0,4.0,1.0,,,3,2,8,13,3,2,,,,,,,,,
2024,Felix Anudike-Uzomah,KC,DE,17,3,2.5,7.0,6.0,16.0,14.0,1.0,,,3,4,10,27,2,0,,,,,,,,,
2024,Grady Jarrett,ATL,LDE,17,17,2.5,,,,,,,,7,8,18,53,6,0,,,,,,,,,
2024,Anfernee Jennings,NE,ROLB,16,16,2.5,9.0,7.0,42.0,36.0,1.0,1.0,,6,5,14,78,4,28,,,,,,,,,
2024,Preston Smith,GB,LDE,9,9,2.5,4.0,2.0,6.0,6.0,,,,7,1,11,19,1,0,,,,,,,,,
2024,CJ Brewer,TB,DL,12,0,2,,,,,,,,0,1,3,12,3,0,,,,,,,,,
2024,Preston Smith,PIT,DE,,,2.0,2.0,3.0,6.0,6.0,,,,,,,,,,,,,,,,,,
2024,Joe Tryon-Shoyinka,TB,LOLB,15,11,2,,,,,,,,7,3,11,24,3,56,,,,,,,,,
2024,Broderick Washington,BAL,DE,,,2.0,2.0,1.0,9.0,8.0,1.0,2.0,,,,,,,,,,,,,,,,
2024,Josh Paschal,DET,LDE,14,10,2.0,8.0,5.0,15.0,14.0,,,,9,6,17,21,3,0,,,,,,,,,
2024,Jalyn Holmes,2TM,DL,16,0,2,,,,,,,,0,1,3,18,0,0,,,,,,,,,
2024,Josh Uche,2TM,DE,13,1,2,,,,,,,,3,1,6,23,3,16,,,,,,,,,
2024,DJ Davidson,NYG,DL,12,2,2,,,,,,,,1,0,3,23,2,0,,,,,,,,,
2024,Sam Hubbard,CIN,LDE,14,14,2.0,9.0,3.0,25.0,23.0,1.0,2.0,1.0,0,6,8,41,2,1,,,,,,,,,
2024,Rakeem Nunez-Roches,NYG,LDE,15,15,2,,,,,,,,0,3,6,52,2,0,,,,,,,,,
2024,DeAngelo Malone,ATL,OLB,17,0,2.0,3.0,3.0,4.0,4.0,,,,2,1,5,16,1,3,,,,,,,,,
2024,Baron Browning,ARI,OLB,8,1,2.0,3.0,4.0,11.0,7.0,,,,7,1,10,14,5,13,,,,,,,,,
2024,Joshua Uche,NE,OLB,,,2.0,3.0,2.0,10.0,9.0,,,,,,,,,,,,,,,,,,
2024,Jalyn Holmes,WAS,DE,,,2.0,2.0,5.0,10.0,8.0,,,,,,,,,,,,,,,,,,
2024,Arik Armstead,JAX,DE,17,1,2.0,7.0,3.0,21.0,19.0,,3.0,,4,5,11,29,1,0,,,,,,,,,
2024,Malik Harrison,BAL,OLB,,,2.0,3.0,3.0,16.0,14.0,,,,,,,,,,,,,,,,,,
2024,David Ojabo,BAL,OLB,13,0,2.0,6.0,2.0,5.0,4.0,,,,3,4,9,9,2,7,,,,,,,,,
2024,Javon Solomon,BUF,DE,14,0,2.0,6.0,3.0,7.0,5.0,1.0,,,2,4,8,13,3,1,,,,,,,,,
2024,Payton Turner,NO,DE,16,0,2.0,3.0,3.0,9.0,8.0,2.0,4.0,,6,1,9,21,4,0,,,,,,,,,
2024,Joe Tryon,TB,OLB,,,2.0,4.0,3.0,15.0,14.0,1.0,2.0,,,,,,,,,,,,,,,,
2024,Baron Browning,2TM,OLB,13,3,2,,,,,,,,7,1,10,21,6,20,,,,,,,,,
2024,Robert Spillane,LV,OLB,,,2.0,3.0,10.0,91.0,76.0,,7.0,2.0,,,,,,,,,,,,,,,
2024,Jeremiah Pharms,NE,DE,,,2.0,5.0,4.0,16.0,14.0,,,,,,,,,,,,,,,,,,
2024,Levi Onwuzurike,DET,DL,16,10,1.5,13.0,1.0,16.0,14.0,1.0,,,8,11,22,28,2,0,,,,,,,,,
2024,Jalyx Hunt,PHI,OLB,16,1,1.5,3.0,1.0,11.0,11.0,1.0,1.0,,2,1,5,21,1,3,,,,,,,,,
2024,Leonard Taylor,NYJ,DL,14,0,1.5,,,,,,,,0,2,4,24,3,0,,,,,,,,,
2024,Chris Braswell,TB,OLB,17,0,1.5,8.0,1.0,11.0,11.0,1.0,,,5,5,12,18,1,22,,,,,,,,,
2024,Dawuane Smoot,BUF,DE,11,4,1.5,4.0,5.0,12.0,11.0,2.0,1.0,,3,3,8,16,3,0,,,,,,,,,
2024,Yannick Ngakoue,BAL,OLB,5,0,1.5,4.0,1.0,1.0,1.0,,,,2,1,5,5,0,0,,,,,,,,,
2024,Tyquan Lewis,IND,DE,10,4,1.5,4.0,2.0,14.0,10.0,1.0,,,4,2,8,24,5,0,,,,,,,,,
2024,Tyrice Knight,SEA,ROLB,16,9,1.5,,,,,,,,1,2,5,88,4,22,,,,,,,,,
2024,Charles Snowden,LV,LDE,16,9,1.5,7.0,3.0,18.0,16.0,,4.0,,4,5,11,39,2,12,,,,,,,,,
2024,Austin Booker,CHI,DL,17,0,1.5,4.0,3.0,13.0,10.0,,,,1,3,6,21,4,0,,,,,,,,,
2024,Larry Ogunjobi,PIT,RDE,15,12,1.5,,,,,,,,3,5,10,41,3,0,,,,,,,,,
2024,Javon Hargrave,SF,DL,3,3,1,,,,,,,,2,0,3,7,0,0,,,,,,,,,
2024,Greg Gaines,TB,DL,15,3,1,,,,,,,,1,3,5,17,1,0,,,,,,,,,
2024,Jalen Redmond,MIN,DL,13,2,1.0,1.0,6.0,10.0,8.0,,2.0,,0,0,1,18,1,0,,,,,,,,,
2024,Ben Stille,ARI,DL,3,0,1,,,,,,,,0,0,1,3,1,0,,,,,,,,,
2024,Javontae Jean-Baptiste,WAS,DE,12,1,1.0,2.0,1.0,6.0,6.0,,,,2,1,4,13,0,1,,,,,,,,,
2024,James Houston,DET,DE,,,1.0,2.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,
2024,Uchenna Nwosu,SEA,OLB,,,1.0,5.0,1.0,8.0,7.0,,1.0,,,,,,,,,,,,,,,,
2024,Zach Harrison,ATL,DL,17,1,1.0,1.0,3.0,6.0,5.0,,2.0,,5,0,6,26,1,0,,,,,,,,,
2024,Julian Okwara,ARI,OLB,13,1,1.0,2.0,3.0,10.0,9.0,,1.0,,2,1,4,18,5,15,,,,,,,,,
2024,Desjuan Johnson,LA,DE,10,0,1,,,,,,,,0,0,1,12,1,0,,,,,,,,,
2024,Quinton Jefferson,BUF,DE,,,1.0,2.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,
2024,Quinton Jefferson,CLE,DE,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
2024,James Lynch,TEN,DL,17,0,1,,,,,,,,1,1,3,20,0,0,,,,,,,,,
2024,Cameron Thomas,2TM,DE,9,0,1,,,,,,,,0,0,1,11,1,0,,,,,,,,,
2024,Amari Burney,LV,OLB,,,1.0,1.0,3.0,8.0,7.0,1.0,,,,,,,,,,,,,,,,,
2024,Eku Leota,CAR,OLB,2,1,1.0,1.0,3.0,4.0,3.0,,,,0,0,1,4,0,3,,,,,,,,,
2024,Jihad Ward,MIN,OLB,17,2,1.0,14.0,1.0,5.0,5.0,,1.0,,3,14,18,10,1,46,,,,,,,,,
2024,Pat OConnor,DET,DL,12,0,1,,,,,,,,2,0,3,18,1,0,,,,,,,,,
2024,Drew Sanders,DEN,OLB,,,1.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,
2024,Jordan Jackson,DEN,DL,17,0,1.0,2.0,1.0,4.0,4.0,1.0,,,0,1,2,17,0,0,,,,,,,,,
2024,Daniel Ekuale,NE,RDE,16,16,1,,,,,,,,1,1,4,52,3,0,,,,,,,,,
2024,Jonathan Bullard,MIN,RDE,17,17,1.0,3.0,7.0,21.0,15.0,,3.0,,1,2,4,41,2,1,,,,,,,,,
2024,Amare Barno,CAR,OLB,5,0,1.0,1.0,1.0,2.0,2.0,,,,1,0,2,7,0,7,,,,,,,,,
2024,Alex Wright,CLE,DE,4,0,1.0,1.0,1.0,5.0,4.0,,,,0,0,1,8,1,0,,,,,,,,,
2024,Haason Reddick,NYJ,OLB,,,1.0,3.0,2.0,9.0,9.0,1.0,1.0,,,,,,,,,,,,,,,,
2024,James Smith-Williams,ATL,DL,10,5,1.0,2.0,7.0,12.0,9.0,,,,0,1,2,24,0,8,,,,,,,,,
2024,Pat O'Connor,DET,DE,,,1.0,1.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,
2024,Kentavius Street,ATL,DL,13,0,1,,,,,,,,2,0,3,15,0,0,,,,,,,,,
2024,Da'Shawn Hand,MIA,DE,,,1.0,4.0,5.0,20.0,15.0,1.0,1.0,,,,,,,,,,,,,,,,
2024,KJ Henry,DAL,DE,2,0,1,,,,,,,,0,0,1,3,0,0,,,,,,,,,
2024,Myles Adams,2TM,DL,7,0,1,,,,,,,,1,1,3,7,0,0,,,,,,,,,
2024,Jake Hansen,HOU,OLB,,,1.0,1.0,1.0,11.0,10.0,,,,,,,,,,,,,,,,,,
2024,LaBryan Ray,CAR,LDE,16,9,1.0,2.0,2.0,15.0,12.0,,,,1,1,3,41,2,0,,,,,,,,,
2024,Tomon Fox,NYG,OLB,11,0,1.0,3.0,2.0,6.0,5.0,,,,0,2,3,14,2,8,,,,,,,,,
2024,Evan Anderson,SF,DL,12,1,1,,,,,,,,0,2,3,24,2,0,,,,,,,,,
2024,Ali Gaye,TEN,OLB,15,0,1.0,1.0,3.0,7.0,4.0,,,,0,0,1,8,1,0,,,,,,,,,
