season,player,team,position,games,games_started,sacks,qb_hits,tackles_for_loss,tackles,tackles_solo,fumbles_forced,pass_defended,interceptions,hurries,qb_knockdowns,pressures,tackles_combined,missed_tackles,blitzes,prwr_rank_2024,prwr_wins_2024,prwr_plays_2024,prwr_pct_2024,edge_pct_prwr_2024,rswr_rank_2024,rswr_wins_2024,rswr_plays_2024,rswr_pct_2024
2023,Arden Key,TEN,OLB,17,9,6.0,12.0,4.0,17.0,12.0,2.0,2.0,,7,5,19,30,1,23,,,,,,,,,
2023,Sam Hubbard,CIN,DE,15,15,6.0,17.0,7.0,38.0,34.0,,,,5,11,22,58,1,3,,,,,,,,,
2023,Montez Sweat,CHI,DE,,,6.0,14.0,4.0,17.0,15.0,1.0,3.0,,,,,,,,,,,,,,,,
2023,Dennis Gardeck,ARI,OLB,17,8,6.0,12.0,7.0,32.0,25.0,1.0,4.0,,8,6,20,46,4,31,,,,,,,,,
2023,Quinton Jefferson,NYJ,DL,14,14,6.0,13.0,4.0,13.0,13.0,1.0,,,5,5,18,34,1,0,,,,,,,,,
2023,Michael Hoecht,LA,OLB,17,17,6.0,11.0,7.0,43.0,36.0,1.0,2.0,,5,4,16,81,7,9,,,,,,,,,
2023,Za'Darius Smith,CLE,DE,,,5.5,20.0,8.0,18.0,14.0,1.0,3.0,,,,,,,,,,,,,,,,
2023,Quinnen Williams,NYJ,DL,17,17,5.5,,,,,,,,9,13,29,62,7,0,,,,,,,,,
2023,Darrell Taylor,SEA,DE,,,5.5,8.0,7.0,17.0,15.0,1.0,1.0,,,,,,,,,,,,,,,,
2023,ZaDarius Smith,CLE,DE,16,16,5.5,,,,,,,,9,14,29,27,7,4,,,,,,,,,
2023,Morgan Fox,LAC,DL,17,4,5.5,,,,,,,,6,4,16,15,2,2,,,,,,,,,
2023,Devonte Wyatt,GB,DL,17,5,5.5,,,,,,,,5,4,16,36,7,0,,,,,,,,,
2023,Joe Tryon-Shoyinka,TB,OLB,17,12,5,,,,,,,,4,4,13,45,3,17,,,,,,,,,
2023,Arik Armstead,SF,DE,,,5.0,13.0,4.0,15.0,12.0,,,,,,,,,,,,,,,,,,
2023,Alim McNeill,DET,DL,13,13,5,,,,,,,,3,5,13,32,4,1,,,,,,,,,
2023,Chase Young,WAS,DE,,,5.0,9.0,6.0,12.0,11.0,,1.0,,,,,,,,,,,,,,,,
2023,Odafe Oweh,BAL,OLB,13,5,5.0,12.0,4.0,20.0,15.0,2.0,,,2,8,15,23,3,1,,,,,,,,,
2023,Emmanuel Ogbah,MIA,DE,,,5.0,8.0,3.0,7.0,6.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
2023,Jihad Ward,NYG,OLB,17,9,5.0,9.0,5.0,16.0,15.0,1.0,,,5,4,15,24,4,78,,,,,,,,,
2023,Casey Toohill,WAS,DE,16,8,5.0,7.0,6.0,16.0,14.0,,1.0,,1,2,8,26,2,0,,,,,,,,,
2023,Gregory Rousseau,BUF,DE,16,16,5.0,18.0,13.0,30.0,27.0,1.0,4.0,,7,12,25,42,2,0,,,,,,,,,
2023,Joe Tryon,TB,OLB,,,5.0,7.0,7.0,26.0,18.0,1.0,1.0,,,,,,,,,,,,,,,,
2023,Alex Wright,CLE,DE,16,1,5.0,5.0,6.0,16.0,12.0,2.0,2.0,,2,1,8,25,2,1,,,,,,,,,
2023,Solomon Thomas,NYJ,DL,17,3,5,,,,,,,,2,0,8,31,2,0,,,,,,,,,
2023,Zach Allen,DEN,DE,17,17,5.0,24.0,8.0,27.0,23.0,1.0,1.0,,7,13,27,60,2,0,,,,,,,,,
2023,Dre'Mont Jones,SEA,DE,,,4.5,12.0,5.0,26.0,18.0,,,,,,,,,,,,,,,,,,
2023,Sam Williams,DAL,DE,17,0,4.5,7.0,5.0,11.0,10.0,1.0,,,2,3,10,26,0,11,,,,,,,,,
2023,Ogbonnia Okoronkwo,CLE,DE,14,0,4.5,8.0,12.0,22.0,16.0,,1.0,,4,3,12,31,2,3,,,,,,,,,
2023,Tuli Tuipulotu,LAC,OLB,17,11,4.5,12.0,8.0,37.0,28.0,2.0,1.0,,11,6,22,53,8,28,,,,,,,,,
2023,Dexter Lawrence,NYG,DL,16,16,4.5,,,,,,,,5,14,25,53,3,0,,,,,,,,,
2023,Yetur Gross-Matos,CAR,DE,12,6,4.5,10.0,7.0,19.0,14.0,,,,1,5,11,36,1,10,,,,,,,,,
2023,Deatrich Wise,NE,DL,16,13,4.5,6.0,3.0,22.0,19.0,1.0,1.0,,7,1,13,54,0,1,,,,,,,,,
2023,Baron Browning,DEN,OLB,10,9,4.5,9.0,4.0,19.0,14.0,2.0,2.0,,3,2,10,25,3,26,,,,,,,,,
2023,Shaquil Barrett,TB,LOLB,16,16,4.5,9.0,3.0,33.0,29.0,3.0,2.0,1.0,6,8,19,52,4,34,,,,,,,,,
2023,DreMont Jones,SEA,DE,17,16,4.5,,,,,,,,8,7,20,49,3,4,,,,,,,,,
2023,David Onyemata,ATL,DL,14,14,4,,,,,,,,5,11,21,50,1,0,,,,,,,,,
2023,Calijah Kancey,TB,DL,14,14,4.0,12.0,10.0,19.0,17.0,,1.0,,3,6,13,26,1,0,,,,,,,,,
2023,B.J. Ojulari,ARI,OLB,,,4.0,6.0,5.0,23.0,19.0,,1.0,,,,,,,,,,,,,,,,
2023,DeMarcus Lawrence,DAL,DE,17,17,4,,,,,,,,6,4,14,50,3,2,,,,,,,,,
2023,Tyquan Lewis,IND,DE,17,0,4.0,13.0,9.0,18.0,12.0,,3.0,,2,6,13,25,1,0,,,,,,,,,
2023,BJ Ojulari,ARI,OLB,17,0,4,,,,,,,,2,2,8,40,0,13,,,,,,,,,
2023,Dante Fowler,DAL,DE,17,0,4.0,7.0,5.0,8.0,6.0,1.0,3.0,,5,2,12,13,0,1,,,,,,,,,
2023,Yannick Ngakoue,CHI,DL,13,13,4.0,7.0,6.0,13.0,11.0,,,,4,3,11,22,4,3,,,,,,,,,
2023,Demarcus Lawrence,DAL,DE,,,4.0,8.0,10.0,29.0,26.0,1.0,6.0,,,,,,,,,,,,,,,,
2023,Karl Brooks,GB,DL,17,0,4,,,,,,,,4,1,9,20,1,0,,,,,,,,,
2023,Lukas Van Ness,GB,DE,,,4.0,10.0,8.0,24.0,21.0,,1.0,,,,,,,,,,,,,,,,
2023,Victor Dimukeje,ARI,OLB,16,6,4.0,8.0,5.0,18.0,18.0,1.0,1.0,,3,3,11,32,0,9,,,,,,,,,
2023,Matt Judon,NE,OLB,,,4.0,9.0,5.0,10.0,10.0,,,,,,,,,,,,,,,,,,
2023,Markus Golden,PIT,OLB,,,4.0,10.0,6.0,14.0,11.0,,1.0,,,,,,,,,,,,,,,,
2023,Jeremiah Owusu-Koramoah,CLE,OLB,,,3.5,5.0,20.0,71.0,60.0,1.0,6.0,2.0,,,,,,,,,,,,,,,
2023,Tyree Wilson,LV,DE,17,0,3.5,8.0,2.0,16.0,14.0,1.0,,,3,4,11,29,4,3,,,,,,,,,
2023,Zaven Collins,ARI,OLB,,,3.5,6.0,6.0,27.0,19.0,,3.0,1.0,,,,,,,,,,,,,,,
2023,Clelin Ferrell,SF,DL,17,17,3.5,13.0,6.0,15.0,13.0,1.0,1.0,,3,7,14,28,1,3,,,,,,,,,
2023,DeMarcus Walker,CHI,DL,17,12,3.5,16.0,9.0,17.0,14.0,,,,5,12,22,30,3,2,,,,,,,,,
2023,Roy Robertson-Harris,JAX,DL,17,17,3.5,,,,,,,,4,6,14,34,4,0,,,,,,,,,
2023,Tanoh Kpassagnon,NO,DE,17,0,3.5,9.0,4.0,12.0,10.0,,2.0,,4,5,13,19,1,0,,,,,,,,,
2023,Robert Spillane,LV,OLB,,,3.5,4.0,7.0,82.0,65.0,1.0,4.0,3.0,,,,,,,,,,,,,,,
2023,John Franklin-Myers,NYJ,DL,17,17,3.5,14.0,6.0,15.0,11.0,,3.0,,14,9,27,33,6,0,,,,,,,,,
2023,Brent Urban,BAL,DE,17,3,3.0,6.0,5.0,16.0,13.0,,2.0,,2,2,7,22,0,0,,,,,,,,,
2023,Will McDonald,NYJ,DL,15,0,3.0,5.0,4.0,9.0,8.0,1.0,,,1,2,7,14,1,0,,,,,,,,,
2023,Joshua Uche,NE,OLB,,,3.0,6.0,3.0,8.0,6.0,,,,,,,,,,,,,,,,,,
2023,Anthony Nelson,TB,OLB,16,0,3.0,6.0,7.0,21.0,17.0,,1.0,,2,3,8,40,0,15,,,,,,,,,
2023,Jerry Hughes,HOU,DE,17,2,3.0,3.0,4.0,23.0,16.0,1.0,,,6,0,9,32,5,5,,,,,,,,,
2023,Zach Harrison,ATL,DL,16,0,3.0,5.0,4.0,18.0,13.0,,1.0,,5,1,9,33,2,0,,,,,,,,,
2023,Drake Jackson,SF,DL,8,0,3.0,3.0,2.0,4.0,4.0,,1.0,,4,1,8,7,0,1,,,,,,,,,
2023,Brandon Graham,PHI,DE,17,0,3.0,6.0,4.0,11.0,9.0,,1.0,,5,2,11,16,1,3,,,,,,,,,
2023,Nick Herbig,PIT,OLB,,,3.0,3.0,5.0,15.0,11.0,2.0,,,,,,,,,,,,,,,,,
2023,Harrison Phillips,MIN,DL,17,17,3,,,,,,,,3,1,8,92,4,2,,,,,,,,,
2023,Lorenzo Carter,ATL,OLB,17,1,3.0,9.0,6.0,24.0,21.0,1.0,1.0,,2,6,11,35,3,8,,,,,,,,,
2023,Leo Chenal,KC,OLB,,,3.0,7.0,8.0,35.0,27.0,,1.0,,,,,,,,,,,,,,,,
2023,Myles Murphy,CIN,DE,17,0,3.0,3.0,3.0,10.0,10.0,,,,3,0,6,20,1,0,,,,,,,,,
2023,Jamin Davis,WAS,OLB,,,3.0,3.0,8.0,50.0,43.0,2.0,4.0,1.0,,,,,,,,,,,,,,,
2023,Randy Gregory,SF,OLB,,,2.5,8.0,4.0,10.0,8.0,,,,,,,,,,,,,,,,,,
2023,Gervon Dexter,CHI,DL,17,1,2.5,,,,,,,,4,9,17,20,2,0,,,,,,,,,
2023,Derek Barnett,HOU,DE,,,2.5,11.0,8.0,11.0,8.0,,1.0,,,,,,,,,,,,,,,,
2023,Azeez Ojulari,NYG,OLB,11,7,2.5,7.0,3.0,9.0,9.0,,,,8,5,16,16,3,64,,,,,,,,,
2023,Chase Young,SF,DE,,,2.5,6.0,1.0,5.0,4.0,,1.0,,,,,,,,,,,,,,,,
2023,Kevin Strong,ARI,LDE,14,11,2.5,,,,,,,,3,0,6,46,3,0,,,,,,,,,
2023,Derek Barnett,2TM,DE,14,4,2.5,,,,,,,,0,8,11,22,2,2,,,,,,,,,
2023,Uchenna Nwosu,SEA,OLB,,,2.0,6.0,4.0,12.0,11.0,2.0,,,,,,,,,,,,,,,,,
2023,Jake Martin,IND,DE,,,2.0,3.0,1.0,5.0,2.0,,,,,,,,,,,,,,,,,,
2023,Kingsley Enagbare,GB,DE,,,2.0,6.0,8.0,25.0,19.0,1.0,1.0,,,,,,,,,,,,,,,,
2023,Mario Edwards,SEA,DE,15,1,2,,,,,,,,0,2,4,21,3,0,,,,,,,,,
2023,Julian Okwara,DET,OLB,,,2.0,4.0,2.0,5.0,4.0,,1.0,,,,,,,,,,,,,,,,
2023,Broderick Washington,BAL,DE,,,2.0,5.0,3.0,10.0,9.0,,,,,,,,,,,,,,,,,,
2023,Desjuan Johnson,LA,DE,11,0,2,,,,,,,,1,0,3,9,1,0,,,,,,,,,
2023,Jacob Martin,IND,DE,17,0,2,,,,,,,,1,1,4,7,0,0,,,,,,,,,
2023,Zack Baun,NO,OLB,,,2.0,4.0,4.0,18.0,15.0,,2.0,1.0,,,,,,,,,,,,,,,
2023,John Cominsky,DET,DL,16,11,2.0,8.0,2.0,14.0,12.0,,1.0,,4,6,12,36,3,0,,,,,,,,,
2023,Rasheem Green,CHI,DL,17,0,2.0,5.0,2.0,8.0,8.0,,,,6,0,8,15,1,1,,,,,,,,,
2023,Jonathan Bullard,MIN,DL,17,14,2.0,2.0,3.0,24.0,14.0,1.0,,,1,0,3,44,0,1,,,,,,,,,
2023,KLavon Chaisson,JAX,OLB,17,0,2,,,,,,,,2,6,10,13,0,19,,,,,,,,,
2023,Jerry Tillery,LV,RDE,17,6,2.0,6.0,2.0,11.0,9.0,,,,3,4,9,31,2,0,,,,,,,,,
2023,Marcus Davenport,MIN,DL,4,3,2.0,4.0,2.0,3.0,2.0,,,,2,2,6,7,0,7,,,,,,,,,
2023,Romeo Okwara,DET,DL,16,0,2.0,5.0,1.0,3.0,3.0,1.0,2.0,,2,3,7,9,2,0,,,,,,,,,
2023,Germaine Pratt,CIN,OLB,,,2.0,3.0,7.0,63.0,49.0,2.0,3.0,2.0,,,,,,,,,,,,,,,
2023,Jonah Williams,LA,DE,17,16,2.0,4.0,4.0,20.0,13.0,,1.0,,3,2,7,49,1,0,,,,,,,,,
2023,Derrick Brown,CAR,DE,,,2.0,15.0,7.0,57.0,47.0,,6.0,1.0,,,,,,,,,,,,,,,
2023,Cameron Jordan,NO,DE,17,17,2.0,6.0,3.0,20.0,15.0,,3.0,,12,3,18,43,4,2,,,,,,,,,
2023,K'Lavon Chaisson,JAX,OLB,,,2.0,8.0,4.0,9.0,8.0,,1.0,,,,,,,,,,,,,,,,
2023,Sione Takitaki,CLE,OLB,,,2.0,3.0,3.0,44.0,36.0,,3.0,1.0,,,,,,,,,,,,,,,
2023,KJ Henry,WAS,DE,10,3,1.5,,,,,,,,0,0,2,19,1,2,,,,,,,,,
2023,Anfernee Jennings,NE,OLB,,,1.5,4.0,14.0,49.0,35.0,,,,,,,,,,,,,,,,,,
2023,Malik Herring,KC,DE,7,1,1.5,3.0,2.0,7.0,4.0,1.0,1.0,,1,1,4,10,0,0,,,,,,,,,
2023,K.J. Henry,WAS,DE,,,1.5,2.0,4.0,14.0,10.0,,2.0,,,,,,,,,,,,,,,,
2023,Kevin Givens,SF,DL,17,1,1.5,,,,,,,,0,2,4,22,2,0,,,,,,,,,
2023,Melvin Ingram,MIA,OLB,,,1.5,2.0,1.0,6.0,4.0,,,,,,,,,,,,,,,,,,
2023,Chauncey Golston,DAL,DE,17,3,1.5,3.0,1.0,9.0,8.0,1.0,,,2,2,6,25,1,1,,,,,,,,,
2023,Zaire Franklin,IND,OLB,,,1.5,3.0,3.0,107.0,87.0,2.0,6.0,,,,,,,,,,,,,,,,
2023,Grady Jarrett,ATL,DL,8,8,1.5,,,,,,,,2,6,10,23,2,0,,,,,,,,,
2023,Cam Sample,CIN,DE,,,1.5,8.0,1.0,18.0,15.0,,1.0,,,,,,,,,,,,,,,,
2023,Jonathan Ledbetter,ARI,DL,12,12,1.5,4.0,1.0,21.0,17.0,,,,1,2,5,46,3,0,,,,,,,,,
2023,Adetomiwa Adebawore,IND,DE,10,0,1.5,,,,,,,,0,2,4,5,1,0,,,,,,,,,
2023,Cameron Sample,CIN,DE,17,2,1.5,,,,,,,,6,6,14,29,0,0,,,,,,,,,
2023,Charles Harris,DET,DL,13,3,1.5,5.0,2.0,10.0,9.0,,,,9,3,14,13,1,4,,,,,,,,,
2023,Levi Onwuzurike,DET,DL,10,0,1.0,2.0,1.0,4.0,4.0,,,,0,1,2,5,2,0,,,,,,,,,
2023,Myles Adams,SEA,DE,,,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
2023,Marlon Davidson,TEN,DL,5,3,1,,,,,,,,1,0,2,10,0,0,,,,,,,,,
2023,Shaq Lawson,BUF,DE,16,1,1.0,7.0,2.0,7.0,6.0,,,,3,6,10,13,2,0,,,,,,,,,
2023,Keeanu Benton,PIT,DL,17,9,1,,,,,,,,2,6,9,36,3,0,,,,,,,,,
2023,Janarius Robinson,LV,DE,6,2,1.0,2.0,1.0,5.0,4.0,,,,0,1,2,8,1,0,,,,,,,,,
2023,Tavius Robinson,BAL,OLB,17,1,1.0,1.0,2.0,12.0,11.0,,,,1,0,2,26,2,0,,,,,,,,,
2023,Benito Jones,DET,DL,17,15,1,,,,,,,,2,4,7,26,3,0,,,,,,,,,
2023,Zach VanValkenburg,LA,OLB,9,0,1.0,2.0,1.0,3.0,2.0,,,,0,1,2,9,1,3,,,,,,,,,
2023,Jalyn Holmes,NYJ,DL,5,0,1.0,1.0,1.0,3.0,3.0,,,,0,0,1,5,1,0,,,,,,,,,
2023,Marquis Haynes,CAR,OLB,7,1,1.0,2.0,3.0,13.0,12.0,,,,0,1,2,16,1,0,,,,,,,,,
2023,Nolan Smith,PHI,OLB,,,1.0,3.0,1.0,6.0,4.0,,,,,,,,,,,,,,,,,,
2023,Keion White,NE,DE,16,4,1.0,5.0,3.0,12.0,10.0,,3.0,,9,3,13,26,3,0,,,,,,,,,
2023,Joseph Ossai,CIN,DE,14,0,1.0,7.0,1.0,6.0,5.0,,1.0,,0,6,7,10,1,2,,,,,,,,,
2023,Markees Watts,TB,OLB,7,0,1.0,1.0,1.0,4.0,4.0,,,,0,1,2,4,0,0,,,,,,,,,
2023,Ta'Quon Graham,ATL,DE,,,1.0,2.0,1.0,6.0,4.0,1.0,,,,,,,,,,,,,,,,,
2023,Cam Gill,TB,OLB,15,0,1.0,1.0,,2.0,2.0,1.0,,,1,0,2,12,0,3,,,,,,,,,
2023,Kerry Hyder,2TM,DE,6,0,1,,,,,,,,2,0,3,3,0,0,,,,,,,,,
2023,E.J. Speed,IND,OLB,,,1.0,2.0,12.0,76.0,63.0,3.0,4.0,,,,,,,,,,,,,,,,
2023,Ben Stille,ARI,DL,5,0,1,,,,,,,,2,0,3,8,0,0,,,,,,,,,
2023,Kalia Davis,SF,DL,3,0,1,,,,,,,,0,0,1,1,0,0,,,,,,,,,
2023,James Smith-Williams,WAS,DE,13,7,1.0,8.0,2.0,11.0,9.0,,,,1,7,9,22,3,1,,,,,,,,,
2023,Jonathan Harris,DEN,DL,17,5,1.0,4.0,4.0,26.0,17.0,,,,0,2,3,43,0,0,,,,,,,,,
2023,Josh Paschal,DET,DL,12,4,1.0,3.0,5.0,17.0,13.0,,1.0,,2,2,5,25,3,1,,,,,,,,,
2023,Elijah Garcia,DEN,DL,3,0,1.0,1.0,,1.0,1.0,1.0,,,0,0,1,4,0,0,,,,,,,,,
2023,Bruce Irvin,DET,OLB,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
2023,Robert Beal,SF,DL,4,0,1.0,1.0,1.0,1.0,1.0,,,,0,0,1,5,0,0,,,,,,,,,
2023,Oren Burks,SF,OLB,,,1.0,1.0,3.0,29.0,25.0,,1.0,1.0,,,,,,,,,,,,,,,
2023,David Ojabo,BAL,OLB,3,1,1.0,1.0,,5.0,4.0,1.0,,,1,0,2,6,1,0,,,,,,,,,
2023,Dawuane Smoot,JAX,OLB,12,0,1.0,4.0,,8.0,6.0,1.0,,,1,2,4,10,1,4,,,,,,,,,
2023,Poona Ford,BUF,DE,,,1.0,3.0,1.0,5.0,2.0,,,,,,,,,,,,,,,,,,
2023,Isaiah McGuire,CLE,DE,4,1,1.0,2.0,2.0,5.0,4.0,,,,1,1,3,6,0,1,,,,,,,,,
2023,TaQuon Graham,ATL,DL,15,2,1,,,,,,,,0,1,2,23,1,0,,,,,,,,,
2023,Patrick Jones,MIN,OLB,17,4,1.0,8.0,5.0,21.0,18.0,,,,8,5,14,32,2,22,,,,,,,,,
2023,Trevis Gipson,TEN,OLB,8,0,1.0,,,1.0,1.0,1.0,,,1,0,2,6,1,1,,,,,,,,,
2023,Kerry Hyder,SF,DE,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
2023,Adam Gotsis,JAX,DL,17,7,1,,,,,,,,6,5,12,26,4,0,,,,,,,,,
2023,Jalen Reeves-Maybin,DET,OLB,,,1.0,2.0,1.0,4.0,4.0,,2.0,,,,,,,,,,,,,,,,
2023,Justin Hollins,LAC,OLB,,,1.0,1.0,1.0,5.0,4.0,,,,,,,,,,,,,,,,,,
2023,Da'Shawn Hand,MIA,DE,,,1.0,3.0,1.0,6.0,5.0,,2.0,,,,,,,,,,,,,,,,
2023,Nick Williams,LAC,DL,14,6,1,,,,,,,,2,0,3,32,3,1,,,,,,,,,
2023,Isaiah Land,IND,DE,,,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,
2023,DeShawn Williams,CAR,DE,,,1.0,7.0,2.0,13.0,11.0,,1.0,,,,,,,,,,,,,,,,
2023,Carlos Watkins,ARI,DE,,,1.0,1.0,1.0,4.0,3.0,,1.0,,,,,,,,,,,,,,,,
2023,Randy Gregory,DEN,OLB,,,1.0,2.0,2.0,4.0,3.0,,1.0,,,,,,,,,,,,,,,,
2023,DeMarvin Leal,PIT,DE,12,4,1.0,2.0,2.0,10.0,8.0,,1.0,,0,1,2,15,1,0,,,,,,,,,
2023,Greg Gaines,TB,DL,17,2,1,,,,,,,,1,4,6,24,2,0,,,,,,,,,
2023,Kwon Alexander,PIT,OLB,,,1.0,2.0,5.0,32.0,30.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
2023,Al Woods,NYJ,DL,6,0,1,,,,,,,,1,1,3,6,0,0,,,,,,,,,
2023,Abdullah Anderson,WAS,DL,7,0,0.5,,,,,,,,0,0,1,8,0,0,,,,,,,,,
2023,DJ Davidson,NYG,DL,15,2,0.5,,,,,,,,0,0,1,13,0,0,,,,,,,,,
2023,Zacch Pickens,CHI,DL,17,0,0.5,,,,,,,,1,1,3,20,2,0,,,,,,,,,
2023,Dominique Robinson,CHI,DL,11,0,0.5,1.0,1.0,5.0,2.0,,1.0,,2,0,3,12,1,1,,,,,,,,,
2023,Colby Wooden,GB,DL,17,0,0.5,,,,,,,,3,1,5,17,1,0,,,,,,,,,
2023,Rakeem Nunez-Roches,NYG,DL,16,4,0.5,,,,,,,,2,0,3,26,2,0,,,,,,,,,
2023,Justin Houston,CAR,OLB,,,0.5,3.0,2.0,5.0,4.0,,1.0,,,,,,,,,,,,,,,,
2023,Micheal Clemons,NYJ,DL,16,1,0.5,1.0,2.0,14.0,11.0,1.0,,,2,0,3,27,4,1,,,,,,,,,
2023,Logan Hall,TB,DL,16,13,0.5,1.0,2.0,11.0,8.0,,2.0,,1,0,2,22,2,0,,,,,,,,,
2023,Isaiah Foskey,NO,DE,10,0,0.5,1.0,,5.0,5.0,,1.0,,0,0,0,9,0,1,,,,,,,,,
2023,Felix Anudike-Uzomah,KC,DE,17,0,0.5,7.0,2.0,8.0,7.0,1.0,,,2,6,9,14,1,1,,,,,,,,,
2023,Ronnie Perkins,DEN,OLB,7,0,0,1.0,2.0,9.0,6.0,,,,1,1,2,13,2,2,,,,,,,,,
2023,James Houston,DET,DE,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
2023,DJ Johnson,CAR,OLB,13,3,0,,,,,,,,1,0,1,16,3,12,,,,,,,,,
2023,Pat OConnor,TB,DL,11,0,0,,,,,,,,0,0,0,4,1,0,,,,,,,,,
2023,Tony Fields,CLE,OLB,,,,,,12.0,8.0,,,,,,,,,,,,,,,,,,
2023,Keir Thomas,LA,OLB,8,0,0,2.0,,3.0,2.0,,,,0,2,2,6,0,2,,,,,,,,,
2023,Jalen Harris,WAS,DE,5,0,0,1.0,,5.0,4.0,,1.0,,0,1,1,6,0,0,,,,,,,,,
2023,Dean Lowry,MIN,DL,9,4,0,,,4.0,2.0,,1.0,,1,0,1,14,1,1,,,,,,,,,
2023,Cameron Goode,MIA,OLB,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
2023,Thomas Incoom,DEN,OLB,4,0,0,,,1.0,1.0,,,,0,0,0,2,1,1,,,,,,,,,
2023,Tyler Lacy,JAX,DE,15,0,0,,,,,,,,0,3,3,12,0,0,,,,,,,,,
2023,Jordon Riley,NYG,DL,8,0,0,,,,,,,,0,0,0,8,3,0,,,,,,,,,
2023,Nick Thurman,CAR,DE,17,0,0,,,,,,,,1,1,2,31,3,0,,,,,,,,,
2023,Matt Henningsen,DEN,DE,17,0,0,1.0,,10.0,8.0,,2.0,,0,1,1,19,3,0,,,,,,,,,
2023,Luke Masterson,LV,OLB,,,,,,14.0,12.0,2.0,1.0,,,,,,,,,,,,,,,,
2023,LaCale London,ATL,DL,7,0,0,,,,,,,,0,0,0,13,1,0,,,,,,,,,
2023,TY McGill,SF,DL,2,0,0,,,,,,,,0,1,1,2,0,0,,,,,,,,,
2023,Timmy Horne,2TM,DL,4,0,0,,,,,,,,1,0,1,4,0,0,,,,,,,,,
2023,Amari Burney,LV,OLB,,,,,,9.0,8.0,,,,,,,,,,,,,,,,,,
2023,Del'Shawn Phillips,BAL,OLB,,,,,1.0,9.0,7.0,1.0,,,,,,,,,,,,,,,,,
2023,Malcolm Roach,NO,DL,12,0,0,,,,,,,,0,1,1,38,2,0,,,,,,,,,
2023,DeAngelo Malone,ATL,OLB,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Tanzel Smart,NYJ,DL,4,0,0,,,,,,,,0,0,0,2,1,0,,,,,,,,,
2023,Chris Wormley,CAR,DE,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
2023,Pat O'Connor,TB,DE,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
2023,D.J. Johnson,CAR,OLB,,,,,1.0,4.0,4.0,,1.0,,,,,,,,,,,,,,,,
2023,Myjai Sanders,HOU,DE,7,0,0,2.0,1.0,4.0,2.0,,,,2,2,4,7,1,2,,,,,,,,,
2023,Demetrius Flannigan-Fowles,SF,OLB,,,,,4.0,10.0,8.0,,1.0,,,,,,,,,,,,,,,,
2023,T.K. McLendon,TEN,DE,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,
2023,Caleb Murphy,TEN,OLB,3,0,0,,,,,,,,0,0,0,2,0,1,,,,,,,,,
2023,Drew Sanders,DEN,OLB,,,,,1.0,12.0,10.0,,,,,,,,,,,,,,,,,,
2023,AShawn Robinson,NYG,DL,17,13,0,,,,,,,,1,0,1,62,1,0,,,,,,,,,
2023,Joe Gaziano,ATL,DL,2,0,0,,,1.0,1.0,,,,0,0,0,2,1,0,,,,,,,,,
2023,Jesse Luketa,ARI,OLB,14,1,0,1.0,1.0,4.0,4.0,,,,1,1,2,11,1,10,,,,,,,,,
2023,Malik Reed,LV,OLB,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
2023,Chris Rumph,LAC,OLB,6,0,0,,,4.0,2.0,,,,0,0,0,5,0,0,,,,,,,,,
2023,Benton Whitley,NYG,OLB,,,,,,,,,1.0,,,,,,,,,,,,,,,,
2023,Curtis Bolton,LV,OLB,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
2023,B.J. Thompson,KC,DE,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
2023,Amare Barno,CAR,OLB,15,1,0,,1.0,11.0,8.0,,,,0,0,0,21,1,3,,,,,,,,,
2023,Tedarrell Slaton,GB,DL,17,17,0,,,,,,,,3,1,4,50,3,0,,,,,,,,,
2023,Davon Godchaux,NE,DL,17,17,0,,,,,,,,3,1,4,56,3,0,,,,,,,,,
2023,Nick Hampton,LA,OLB,10,0,0,,,2.0,2.0,,1.0,,0,0,0,4,0,2,,,,,,,,,
2023,Kendal Vickers,BUF,DE,2,0,0,,,,,,,,1,0,1,2,1,0,,,,,,,,,
2023,Frank Clark,DEN,OLB,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,
2023,Rashad Weaver,TEN,OLB,15,0,0,,4.0,8.0,7.0,,1.0,,2,0,2,20,2,0,,,,,,,,,
2023,A'Shawn Robinson,NYG,DE,,,,1.0,6.0,34.0,25.0,,2.0,,,,,,,,,,,,,,,,
2023,Ochaun Mathis,LA,OLB,8,0,0,1.0,,1.0,1.0,,,,0,1,1,2,0,7,,,,,,,,,
2023,Benning Potoa'e,WAS,DE,,,,,,,,,,,,,,,,,,,,,,,,,
